name,url,İşlemci_Modeli,price,id,brand,Kullanım_Amacı,Ekran_Boyutu,Çözünürlük,Çözünürlük_Standartı,Panel_Tipi,Ekran_Yenileme_Hızı,Ekran_Kartı_Tipi,Ekran_Kartı,Ekran_Kartı_Hafızası,Maksimum_İşlemci_Hızı,Ram,SSD,İşlemci_Çekirdek_Sayısı,Temel_İşlemci_Hızı,Parmak_İzi_Okuyucu,İşletim_Sistemi
"Ideapad Slim 5 Intel Ultra 5 125H 16 LPDDR5X 1 SSD 14"" Wuxga Freedos S83DA0078TRF02 + Zettaçanta",https://www.trendyol.com/lenovo/ideapad-slim-5-intel-ultra-5-125h-16-lpddr5x-1-ssd-14-wuxga-freedos-s83da0078trf02-zettacanta-p-868738915?boutiqueId=61&merchantId=106536,125H,38599.8,868738915,LENOVO,Ofis - İş,14 inç,1920 x 1200,WUXGA,,,Dahili,Intel Arc Graphics,1.0,,16,1,14,,Yok,Free Dos (İşletim Sistemi Yok)
"LOQ 83DV0117TR009 i7-13650HX 32 1SSD RTX4050 15.6"" FHD FreeDOS Dizüstü Bilgisayar-CNT010",https://www.trendyol.com/lenovo/loq-83dv0117tr009-i7-13650hx-32-1ssd-rtx4050-15-6-fhd-freedos-dizustu-bilgisayar-cnt010-p-931048953?boutiqueId=61&merchantId=106664,13650HX,52890,931048953,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,4.9,32,1,14,1.9,,Linux
"Omen Max Ultra 9 275HX 80 1 SSD 16 RTX5080 16"" 2k 240 3ms IPS W11H OB92QREAH17+Zetta Çanta",https://www.trendyol.com/hp/omen-max-ultra-9-275hx-80-1-ssd-16-rtx5080-16-2k-240-3ms-ips-w11h-ob92qreah17-zetta-canta-p-930235242?boutiqueId=61&merchantId=106536,,154499,930235242,HP,Oyun,16 inç,2560 x 1600,WQXGA,IPS,240,Harici,Nvidia GeForce RTX 5080,16.0,,80,1,,,Yok,Windows
Elitebook 630 G11 Wolfpro ULTRA7-155U 64 512 SSD 13.3 Wuxga Freedos 99C0F2EA21+ZETTAÇANTA,https://www.trendyol.com/hp/elitebook-630-g11-wolfpro-ultra7-155u-64-512-ssd-13-3-wuxga-freedos-99c0f2ea21-zettacanta-p-930102498?boutiqueId=61&merchantId=106536,155U,59500,930102498,HP,Ofis - İş,13.3 inç,1920 x 1200,WUXGA,IPS,,Dahili,Intel Graphics,1.0,,64,512,12,,Var,Free Dos (İşletim Sistemi Yok)
Elitebook 630 G11 Wolfpro ULTRA7-155U 80 512 SSD 13.3 Wuxga Freedos 99C0F2EA25+ZETTAÇANTA,https://www.trendyol.com/hp/elitebook-630-g11-wolfpro-ultra7-155u-80-512-ssd-13-3-wuxga-freedos-99c0f2ea25-zettacanta-p-930102398?boutiqueId=61&merchantId=106536,155U,61500,930102398,HP,Ofis - İş,13.3 inç,1920 x 1200,WUXGA,IPS,,Dahili,Intel Graphics,1.0,,80,512,12,,Var,Free Dos (İşletim Sistemi Yok)
Elitebook 630 G11 Wolfpro ULTRA7-155U 24 2 SSD 13.3 Wuxga Freedos 99C0F2EA07+ZETTAÇANTA,https://www.trendyol.com/hp/elitebook-630-g11-wolfpro-ultra7-155u-24-2-ssd-13-3-wuxga-freedos-99c0f2ea07-zettacanta-p-930102261?boutiqueId=61&merchantId=106536,155U,59000,930102261,HP,Ofis - İş,13.3 inç,1920 x 1200,WUXGA,IPS,,Dahili,Intel Graphics,1.0,,24,2,12,2,Var,Free Dos (İşletim Sistemi Yok)
Elitebook 630 G11 Wolfpro ULTRA7-155U 40 2 SSD 13.3 Wuxga Freedos 99C0F2EA15+ZETTAÇANTA,https://www.trendyol.com/hp/elitebook-630-g11-wolfpro-ultra7-155u-40-2-ssd-13-3-wuxga-freedos-99c0f2ea15-zettacanta-p-930102006?boutiqueId=61&merchantId=106536,155U,61000,930102006,HP,Ofis - İş,13.3 inç,1920 x 1200,WUXGA,IPS,,Dahili,Intel Graphics,1.0,,40,2,12,,Var,Free Dos (İşletim Sistemi Yok)
Elitebook 630 G11 Wolfpro ULTRA7-155U 48 1 SSD 13.3 Wuxga Freedos 99C0F2EA18+ZETTAÇANTA,https://www.trendyol.com/hp/elitebook-630-g11-wolfpro-ultra7-155u-48-1-ssd-13-3-wuxga-freedos-99c0f2ea18-zettacanta-p-930101838?boutiqueId=61&merchantId=106536,155U,59500,930101838,HP,Ofis - İş,13.3 inç,1920 x 1200,WUXGA,IPS,,Dahili,Intel Graphics,1.0,,48,1,12,,Var,Free Dos (İşletim Sistemi Yok)
Elitebook 630 G11 Wolfpro ULTRA7-155U 32 2 SSD 13.3 Wuxga Freedos 99C0F2EA11+ZETTAÇANTA,https://www.trendyol.com/hp/elitebook-630-g11-wolfpro-ultra7-155u-32-2-ssd-13-3-wuxga-freedos-99c0f2ea11-zettacanta-p-930102540?boutiqueId=61&merchantId=106536,155U,61000,930102540,HP,Ofis - İş,13.3 inç,1920 x 1200,WUXGA,IPS,,Dahili,Intel Graphics,1.0,,32,2,12,,Var,Free Dos (İşletim Sistemi Yok)
"Abra A5 V20.6.6 Intel Core i7 13620H 8 RAM 500 SSD RTX 3050 Freedos 15.6"" FHD 144",https://www.trendyol.com/monster/abra-a5-v20-6-6-intel-core-i7-13620h-8--ram-500--ssd-rtx-3050-freedos-15-6-fhd-144--p-929870921?boutiqueId=61&merchantId=105286,13620H,37699,929870921,MONSTER,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Dahili,Nvidia GeForce RTX 3050,4.0,4.9,8,500,10,2.4,,Free Dos (İşletim Sistemi Yok)
"Tuf F16 FX607VU Ultra 5 210H 16 512 SSD 6/RTX4050W11PRO 16"" Fhd+ 144 IPS FXRL141P01+ZettaCNT",https://www.trendyol.com/asus/tuf-f16-fx607vu-ultra-5-210h-16-512-ssd-6-rtx4050w11pro-16-fhd-144-ips-fxrl141p01-zettacnt-p-926026509?boutiqueId=61&merchantId=106536,210H,44499.8,926026509,ASUS,Oyun,16 inç,1920 x 1200,FHD+,IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,,16,512,8,,Yok,Windows
"Ideapad Slim 3 15IRH10 I5 13420H 56 512 SSD FDOS 15.3"" Wuxga IPS 300NITS 83K10062TRF10+ZETTACNT",https://www.trendyol.com/lenovo/ideapad-slim-3-15irh10-i5-13420h-56-512-ssd-fdos-15-3-wuxga-ips-300nits-83k10062trf10-zettacnt-p-926025246?boutiqueId=61&merchantId=106536,13420H,25399.5,926025246,LENOVO,Ofis - İş,15 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel UHD Graphics,1.0,4.6,48,512,8,3,Yok,Free Dos (İşletim Sistemi Yok)
"Ideapad Slim 3 15IRH10 I5 13420H 40 512 SSD FDOS 15.3"" Wuxga IPS 300NITS 83K10062TRF07+ZETTACNT",https://www.trendyol.com/lenovo/ideapad-slim-3-15irh10-i5-13420h-40-512-ssd-fdos-15-3-wuxga-ips-300nits-83k10062trf07-zettacnt-p-926025236?boutiqueId=61&merchantId=106536,13420H,24099.5,926025236,LENOVO,Ofis - İş,15 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel UHD Graphics,1.0,4.6,40,512,8,3,Yok,Free Dos (İşletim Sistemi Yok)
"Tuf F16 FX607VU Ultra 5 210H 16 1 SSD 6/RTX4050FDOS 16"" Fhd+ 144 IPS FXRL141F02 +ZETTACNT",https://www.trendyol.com/asus/tuf-f16-fx607vu-ultra-5-210h-16-1-ssd-6-rtx4050fdos-16-fhd-144-ips-fxrl141f02-zettacnt-p-926025028?boutiqueId=61&merchantId=106536,210H,43099.8,926025028,ASUS,Oyun,16 inç,1920 x 1200,FHD+,IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,,16,1,8,,,Free Dos (İşletim Sistemi Yok)
"Tuf F16 FX607VU Ultra 5 210H 16 1 SSD 6/RTX4050W11HOME 16"" Fhd+ 144 IPS FXRL141H02+ZettaCNT",https://www.trendyol.com/asus/tuf-f16-fx607vu-ultra-5-210h-16-1-ssd-6-rtx4050w11home-16-fhd-144-ips-fxrl141h02-zettacnt-p-926024930?boutiqueId=61&merchantId=106536,210H,45099.8,926024930,ASUS,Oyun,16 inç,1920 x 1200,FHD+,IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,,16,1,8,,,Windows
250 G9 9b9w7ea I5-1335u 16 512 Ssd 15.6 W11 Home Notebook,https://www.trendyol.com/hp/250-g9-9b9w7ea-i5-1335u-16-512-ssd-15-6-w11-home-notebook-p-906187721?boutiqueId=61&merchantId=201140,1000M,25729.5,906187721,HP,Ofis - İş,15.6 inç,1920 x 1080,FHD+,,60,Dahili,Intel Iris Pro Graphics,1.0,4.6,8,256,10,3.4,,Free Dos (İşletim Sistemi Yok)
"ROG Strix G18 i9-14900HX 96 4 SSD RTX4070/8 240 18"" WQXGA FDOS N6062 & PER4 ÇANTA",https://www.trendyol.com/asus/rog-strix-g18-i9-14900hx-96-4-ssd-rtx4070-8-240-18-wqxga-fdos-n6062-per4-canta-p-809719703?boutiqueId=61&merchantId=668896,14900HX,145307,809719703,ASUS,Oyun,18 inç,2560 x 1600,QHD+,IPS,240,Harici,Nvidia GeForce RTX 4070,8.0,5,96,4,24,2,,Free Dos (İşletim Sistemi Yok)
i5-12450HX 8 DDR5 512 SSD RTX4050 6GDR6 Win11 Home 15.6 144 FHD 83GS0081TR,https://www.trendyol.com/lenovo/i5-12450hx-8-ddr5-512-ssd-rtx4050-6gdr6-win11-home-15-6-144-fhd-83gs0081tr-p-861935341?boutiqueId=61&merchantId=376245,12450H,33898,861935341,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,4.4,8,512,8,3.1,,Windows
255 G10 8A547EA-02 Ryzen 5-7530U 16 512 SSD 15.6 Freedos Taşınabilir Bilgisayar,https://www.trendyol.com/hp/255-g10-8a547ea-02-ryzen-5-7530u-16-512--ssd-15-6-freedos-tasinabilir-bilgisayar-p-828621760?boutiqueId=61&merchantId=106664,1000M,18799,828621760,HP,Ofis - İş,15.6 inç,1920 x 1080,FHD+,IPS,60,Dahili,Intel Iris Pro Graphics,1.0,4.5,16,512,10,2,,Free Dos (İşletim Sistemi Yok)
"Omen  I7 12700H 64 512 SSD 8 RTX3070Tİ 16.1"" Qhd 165 W11HOME OM7H8Z5EAW16+ZETTAÇANTA",https://www.trendyol.com/hp/omen-i7-12700h-64-512-ssd-8-rtx3070ti-16-1-qhd-165-w11home-om7h8z5eaw16-zettacanta-p-828059506?boutiqueId=61&merchantId=106536,12700H,70000,828059506,HP,Oyun,16.1 inç,2560 x 1440,QHD,IPS,165,Harici,Nvidia GeForce RTX 3070Ti,8.0,4.7,64,512,14,2.3,Yok,Windows
"VivoBook Go 15 R3-7320U 8 1 M.2 SSD E1504FA-NJ097 ATL28 15.6"" Fdos Notebook +Mouse",https://www.trendyol.com/asus/vivobook-go-15-r3-7320u-8-1-m-2-ssd-e1504fa-nj097-atl28-15-6-fdos-notebook-mouse-p-926942734?boutiqueId=61&merchantId=109354,,14370.8,926942734,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,60,Dahili,AMD Radeon Graphics,1.0,4.1,8,1,4,2.1,Yok,Free Dos (İşletim Sistemi Yok)
"Tuf F16 FX607VU Ultra 5 210H 64 512 SSD 6/RTX4050FDOS 16"" Fhd+ 144 IPS FXRL141F17 +ZETTACNT",https://www.trendyol.com/asus/tuf-f16-fx607vu-ultra-5-210h-64-512-ssd-6-rtx4050fdos-16-fhd-144-ips-fxrl141f17-zettacnt-p-926026609?boutiqueId=61&merchantId=106536,210H,48799.8,926026609,ASUS,Oyun,16 inç,1920 x 1200,FHD+,IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,4.7,64,512,8,,Yok,Free Dos (İşletim Sistemi Yok)
"Tuf F16 FX607VU Ultra 5 210H 64 1 SSD 6/RTX4050W11PRO 16"" Fhd+ 144 IPS FXRL141P18 +ZETTACNT",https://www.trendyol.com/asus/tuf-f16-fx607vu-ultra-5-210h-64-1-ssd-6-rtx4050w11pro-16-fhd-144-ips-fxrl141p18-zettacnt-p-926025929?boutiqueId=61&merchantId=106536,210H,54599.8,926025929,ASUS,Oyun,16 inç,1920 x 1200,FHD+,IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,4.7,64,1,8,,Yok,Windows
"Tuf F16 FX607VU Ultra 5 210H 64 1 SSD 6/RTX4050FDOS 16"" Fhd+ 144 IPS FXRL141F18 +ZETTACNT",https://www.trendyol.com/asus/tuf-f16-fx607vu-ultra-5-210h-64-1-ssd-6-rtx4050fdos-16-fhd-144-ips-fxrl141f18-zettacnt-p-926025694?boutiqueId=61&merchantId=106536,210H,50599.8,926025694,ASUS,Oyun,16 inç,1920 x 1200,FHD+,IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,4.7,64,1,8,,Yok,Free Dos (İşletim Sistemi Yok)
"Tuf F16 FX607VU Ultra 5 210H 24 2 SSD 6/RTX4050FDOS 16"" Fhd+ 144 IPS FXRL141F07 +ZETTACNT",https://www.trendyol.com/asus/tuf-f16-fx607vu-ultra-5-210h-24-2-ssd-6-rtx4050fdos-16-fhd-144-ips-fxrl141f07-zettacnt-p-926025609?boutiqueId=61&merchantId=106536,210H,48099.8,926025609,ASUS,Oyun,16 inç,1920 x 1200,FHD+,IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,4.7,24,2,8,,Yok,Free Dos (İşletim Sistemi Yok)
"Tuf F16 FX607VU Ultra 5 210H 80 512 SSD 6/RTX4050W11HOME 16"" Fhd+ 144 FXRL141H21 +ZETTACNT",https://www.trendyol.com/asus/tuf-f16-fx607vu-ultra-5-210h-80-512-ssd-6-rtx4050w11home-16-fhd-144-fxrl141h21-zettacnt-p-926025297?boutiqueId=61&merchantId=106536,210H,53199.8,926025297,ASUS,Oyun,16 inç,1920 x 1200,FHD+,IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,2.5,80,512,8,,Yok,Windows
"Tuf F16 FX607VU Ultra 5 210H 32 2 SSD 6/RTX4050FDOS 16"" Fhd+ 144 IPS FXRL141F11 +ZETTACNT",https://www.trendyol.com/asus/tuf-f16-fx607vu-ultra-5-210h-32-2-ssd-6-rtx4050fdos-16-fhd-144-ips-fxrl141f11-zettacnt-p-926025162?boutiqueId=61&merchantId=106536,210H,49399.8,926025162,ASUS,Oyun,16 inç,1920 x 1200,FHD+,IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,4.7,32,2,8,,Yok,Free Dos (İşletim Sistemi Yok)
"Tuf F16 FX607VU Ultra 5 210H 80 512 SSD 6/RTX4050W11PRO 16"" Fhd+ 144 IPS FXRL141P21+ZettaCNT",https://www.trendyol.com/asus/tuf-f16-fx607vu-ultra-5-210h-80-512-ssd-6-rtx4050w11pro-16-fhd-144-ips-fxrl141p21-zettacnt-p-926025086?boutiqueId=61&merchantId=106536,210H,54799.8,926025086,ASUS,Oyun,16 inç,1920 x 1200,FHD+,IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,,80,512,8,,Yok,Windows
"Tuf F16 FX607VU Ultra 5 210H 32 2 SSD 6/RTX4050W11HOME 16"" Fhd+ 144 IPS FXRL141H11+ZettaCNT",https://www.trendyol.com/asus/tuf-f16-fx607vu-ultra-5-210h-32-2-ssd-6-rtx4050w11home-16-fhd-144-ips-fxrl141h11-zettacnt-p-926025040?boutiqueId=61&merchantId=106536,210H,51699.8,926025040,ASUS,Oyun,16 inç,1920 x 1200,FHD+,IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,,32,2,8,,Yok,Windows
"Tuf F16 FX607VU Ultra 5 210H 48 1 SSD 6/RTX4050FDOS 16"" Fhd+ 144 IPS FXRL141F14 +ZETTACNT",https://www.trendyol.com/asus/tuf-f16-fx607vu-ultra-5-210h-48-1-ssd-6-rtx4050fdos-16-fhd-144-ips-fxrl141f14-zettacnt-p-926024941?boutiqueId=61&merchantId=106536,210H,47999.8,926024941,ASUS,Oyun,16 inç,1920 x 1200,FHD+,IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,4.8,48,1,8,,Yok,Free Dos (İşletim Sistemi Yok)
Ryzen 7-7435HS 12 DDR5 1 RTX4060 15.6 IPS 144 FHD Freedos 83JC00FJTR-121,https://www.trendyol.com/lenovo/ryzen-7-7435hs-12--ddr5-1--rtx4060-15-6-ips-144-fhd-freedos-83jc00fjtr-121-p-922702640?boutiqueId=61&merchantId=316311,7435HS,38649,922702640,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,,12,1,8,,,Free Dos (İşletim Sistemi Yok)
"Vivobook 15 i5-1335U 16 1 SSD 15.6"" FHD Freedos Taşınabilir Bilgisayar X1504VA-NJ104 003",https://www.trendyol.com/asus/vivobook-15-i5-1335u-16-1-ssd-15-6-fhd-freedos-tasinabilir-bilgisayar-x1504va-nj104-003-p-900565838?boutiqueId=61&merchantId=114271,1335U,18999,900565838,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,,Dahili,,1.0,4.6,16,1,10,2,,Free Dos (İşletim Sistemi Yok)
"Elitebook 645 G9 5y3j0ea Ryzen 5 Pro R5-5675u 8 512 Ssd 14"" W11pro",https://www.trendyol.com/hp/elitebook-645-g9-5y3j0ea-ryzen-5-pro-r5-5675u-8-512-ssd-14-w11pro-p-684484746?boutiqueId=61&merchantId=105378,,29029,684484746,HP,Ofis - İş,14 inç,1920 x 1080,FHD+,,,Dahili,AMD Radeon Graphics,1.0,2.1,8,512,6,2.1,Yok,Windows
"255 G10 Amd Ryzen 5 7530U 16 512 SSD Amd Radeon Grafik Freedos 15.6"" 9G1G0ETF07 +ZETTACNT",https://www.trendyol.com/hp/255-g10-amd-ryzen-5-7530u-16-512-ssd-amd-radeon-grafik-freedos-15-6-9g1g0etf07-zettacnt-p-926026140?boutiqueId=61&merchantId=106536,7530U,19299.5,926026140,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),,60,Dahili,AMD Radeon Graphics,1.0,,16,512,6,,,Free Dos (İşletim Sistemi Yok)
"V15 Gen 4 i7-1355U 16 512 SSD 15.6"" FHD W11P Taşınabilir Bilgisayar 83A100KXTR 013",https://www.trendyol.com/lenovo/v15-gen-4-i7-1355u-16-512-ssd-15-6-fhd-w11p-tasinabilir-bilgisayar-83a100kxtr-013-p-877061455?boutiqueId=61&merchantId=609867,1355U,26899,877061455,LENOVO,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,Intel XE Graphics,1.0,4,16,512,10,1.7,Yok,Windows
"ROG Strix G18 i9-14900HX 32 1 SSD RTX4070/8 240 18"" WQXGA W11P N6002 & PER4 ÇANTA",https://www.trendyol.com/asus/rog-strix-g18-i9-14900hx-32-1-ssd-rtx4070-8-240-18-wqxga-w11p-n6002-per4-canta-p-809355006?boutiqueId=61&merchantId=668896,14900HX,138129,809355006,ASUS,Oyun,16 inç,2560 x 1600,WUXGA,IPS,165,Harici,Nvidia GeForce RTX 4070,8.0,5,32,1,24,2.2,,Windows
255 G8 Amd Ryzen 5 5500u 8 256 Ssd 15.6 Fhd Windows11pro Taşınabilir Biligsayar W7n4w6aa29,https://www.trendyol.com/hp/255-g8-amd-ryzen-5-5500u-8-256-ssd-15-6-fhd-windows11pro-tasinabilir-biligsayar-w7n4w6aa29-p-679762556?boutiqueId=61&merchantId=106536,5500U,22500,679762556,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),,,Dahili,AMD Radeon Graphics,1.0,4,8,256,6,2,Yok,Windows
"ROG Strix G16 R9 7945HX 8 256 SSD RTX5070Ti/12 165 16"" WUXGA FDOS Gaming Laptop",https://www.trendyol.com/asus/rog-strix-g16-r9-7945hx-8-256-ssd-rtx5070ti-12-165-16-wuxga-fdos-gaming-laptop-p-935826652?boutiqueId=61&merchantId=668896,7945HX,119814,935826652,ASUS,Oyun,16 inç,1920 x 1200,WUXGA,IPS,165,Harici,Nvidia GeForce RTX 5070 Ti,12.0,5,8,256,12,,,Free Dos (İşletim Sistemi Yok)
ThinkBook 14 2-in-1 G4 Ultra 7 155U 24 512 SSD 14'' IPS Freedos 21MX002VTRBS1,https://www.trendyol.com/lenovo/thinkbook-14-2-in-1-g4-ultra-7-155u-24-512-ssd-14-ips-freedos-21mx002vtrbs1-p-928224926?boutiqueId=61&merchantId=107204,155U,46599,928224926,LENOVO,Ofis - İş,14 inç,1920 x 1200,FHD+,IPS,60,Dahili,Intel Graphics,1.0,,24,512,12,,Var,Free Dos (İşletim Sistemi Yok)
ThinkBook 14 2-in-1 G4 Intel Core Ultra 7 155U 64 1 SSD 14'' IPS Freedos 21MX002VTRBS9,https://www.trendyol.com/lenovo/thinkbook-14-2-in-1-g4-intel-core-ultra-7-155u-64-1-ssd-14-ips-freedos-21mx002vtrbs9-p-928224798?boutiqueId=61&merchantId=107204,155U,53499,928224798,LENOVO,Ofis - İş,14 inç,1920 x 1200,FHD+,IPS,60,Dahili,Intel Graphics,1.0,,64,1,12,,Var,Free Dos (İşletim Sistemi Yok)
ThinkBook 14 2-in-1 G4 Intel Core Ultra 7 155U 48 1 SSD 14'' IPS Freedos 21MX002VTRBS8,https://www.trendyol.com/lenovo/thinkbook-14-2-in-1-g4-intel-core-ultra-7-155u-48-1-ssd-14-ips-freedos-21mx002vtrbs8-p-928224689?boutiqueId=61&merchantId=107204,155U,50799,928224689,LENOVO,Ofis - İş,14 inç,1920 x 1200,FHD+,IPS,60,Dahili,Intel Graphics,1.0,,48,1,12,,Var,Free Dos (İşletim Sistemi Yok)
"MateBook D16 2024 i5-13420H 16 1 SSD UHD Graphics 16"" WUXGA Notebook",https://www.trendyol.com/huawei/matebook-d16-2024-i5-13420h-16--1--ssd-uhd-graphics-16-wuxga-notebook-p-878994969?boutiqueId=61&merchantId=1011080,8265U,41233.5,878994969,Huawei,Ofis - İş,10.1 inç,1366 x 768,Full HD (FHD),,90,Harici,AMD Radeon R5 230,6.0,3,128,256,4,,,Free Dos (İşletim Sistemi Yok)
"ThinkPad E14 Gen 5 Ryzen 5 7530U 40 512 SSD 14"" WUXGA Freedos Notebook 21JR0009TX 002",https://www.trendyol.com/lenovo/thinkpad-e14-gen-5-ryzen-5-7530u-40-512-ssd-14-wuxga-freedos-notebook-21jr0009tx-002-p-927614637?boutiqueId=61&merchantId=114271,7530U,27699,927614637,LENOVO,Ofis - İş,14 inç,1920 x 1200,WUXGA,IPS,60,Dahili,AMD Radeon Graphics,1.0,4.5,40,512,6,2,Var,Free Dos (İşletim Sistemi Yok)
"Loq Amd Ryzen 7-7435HS 96 2 SSD 8/RTX4060 FDOS 15.6"" 144 Fhd IPS W83JC000UTR19+ZETTAÇANTA",https://www.trendyol.com/lenovo/loq-amd-ryzen-7-7435hs-96-2-ssd-8-rtx4060-fdos-15-6-144-fhd-ips-w83jc000utr19-zettacanta-p-868738729?boutiqueId=61&merchantId=106536,7435HS,67000,868738729,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,,96,2,8,,Yok,Free Dos (İşletim Sistemi Yok)
"Loq Ryzen7-7435HS 96 512 SSD 8/RTX4060 WIN11PRO 15.6"" 144 Fhd IPS W83JC000UTR57+ZETTAÇANTA",https://www.trendyol.com/lenovo/loq-ryzen7-7435hs-96-512-ssd-8-rtx4060-win11pro-15-6-144-fhd-ips-w83jc000utr57-zettacanta-p-868738692?boutiqueId=61&merchantId=106536,7435HS,64500,868738692,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,,96,512,8,,Yok,Windows
"Loq Ryzen7-7435HS 24 2 SSD 8/RTX4060 WIN11HOME 15.6"" 144 Fhd IPS W83JC000UTR23+ZETTAÇANTA",https://www.trendyol.com/lenovo/loq-ryzen7-7435hs-24-2-ssd-8-rtx4060-win11home-15-6-144-fhd-ips-w83jc000utr23-zettacanta-p-868738643?boutiqueId=61&merchantId=106536,7435HS,58500,868738643,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,,24,2,8,,Yok,Windows
"Loq Amd Ryzen 7-7435HS 48 2 SSD 8/RTX4060 FDOS 15.6"" 144 Fhd IPS W83JC000UTR11+ZETTAÇANTA",https://www.trendyol.com/lenovo/loq-amd-ryzen-7-7435hs-48-2-ssd-8-rtx4060-fdos-15-6-144-fhd-ips-w83jc000utr11-zettacanta-p-868738580?boutiqueId=61&merchantId=106536,7435HS,60500,868738580,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,,48,2,8,,Yok,Free Dos (İşletim Sistemi Yok)
"Loq Ryzen7-7435HS 64 512 SSD 8/RTX4060 WIN11HOME 15.6"" 144 Fhd IPS W83JC000UTR33+ZETTAÇANTA",https://www.trendyol.com/lenovo/loq-ryzen7-7435hs-64-512-ssd-8-rtx4060-win11home-15-6-144-fhd-ips-w83jc000utr33-zettacanta-p-868738579?boutiqueId=61&merchantId=106536,7435HS,59000,868738579,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,,64,512,8,,Yok,Windows
"Loq Ryzen7-7435HS 48 1 SSD 8/RTX4060 WIN11HOME 15.6"" 144 Fhd IPS W83JC000UTR30+ZETTAÇANTA",https://www.trendyol.com/lenovo/loq-ryzen7-7435hs-48-1-ssd-8-rtx4060-win11home-15-6-144-fhd-ips-w83jc000utr30-zettacanta-p-868738521?boutiqueId=61&merchantId=106536,7435HS,59500,868738521,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,,48,1,8,3.3,Yok,Windows
"Victus 15-fa0011nt Intel I?5 12450h 32 256 Ssd Rtx3050 Fdos 15.6"" Fhd 144 -80d33ea3 Bilgisayar",https://www.trendyol.com/hp/victus-15-fa0011nt-intel-i-5-12450h-32-256-ssd-rtx3050-fdos-15-6-fhd-144-80d33ea3-bilgisayar-p-846218234?boutiqueId=61&merchantId=444099,12450H,32649,846218234,HP,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 3050,4.0,4.4,32,256,8,3.3,Yok,Free Dos (İşletim Sistemi Yok)
"V15 G4 Amd Ryzen 5 7520u 16 1 Ssd 15.6"" Fhd Freedos Laptop 82yu00qytx Wz Çanta Wz01",https://www.trendyol.com/lenovo/v15-g4-amd-ryzen-5-7520u-16-1-ssd-15-6-fhd-freedos-laptop-82yu00qytx-wz-canta-wz01-p-794082546?boutiqueId=61&merchantId=609867,7520U,19999,794082546,LENOVO,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,AMD Radeon Graphics,1.0,4.3,16,1,4,,Yok,Free Dos (İşletim Sistemi Yok)
ROG Strix G16 i7-13650HX 64 DDR5 2 SSD 8 RTX4060 16 inç FHD+ 165 W11Pro BMG614JVN315727,https://www.trendyol.com/asus/rog-strix-g16-i7-13650hx-64-ddr5-2-ssd-8-rtx4060-16-inc-fhd-165-w11pro-bmg614jvn315727-p-741985038?boutiqueId=61&merchantId=106536,13650HX,92000,741985038,ASUS,Oyun,16 inç,1920 x 1200,WQXGA,IPS,165,Harici,Nvidia GeForce RTX 4060,8.0,,64,2,14,,,Windows
